x;y;id;location_code;location;gene;gene_ensembl_id;cell_line
  15.849058; 12.30678;40674_418_D4_2;23;Mitochondria;PMPCB;ENSG00000105819;U-2 OS
  14.330227;  11.835326;38450_449_E3_1;23;Mitochondria;REXO2;ENSG00000076043;U-251 MG
 17.495583;  7.374561;38450_449_E3_2;23;Mitochondria;REXO2;ENSG00000076043;U-251 MG
 14.294075;  9.292743;38450_455_E3_1;23;Mitochondria;REXO2;ENSG00000076043;A-431
 15.8688755;  9.62727;38450_455_E3_2;23;Mitochondria;REXO2;ENSG00000076043;A-431
 19.044672; 10.758622;43252_460_A6_1;23;Mitochondria;GCDH;ENSG00000105607;A-431
 15.338857; 10.6849985;43252_460_A6_2;23;Mitochondria;GCDH;ENSG00000105607;A-431
 17.822449;  10.059897;40061_461_H8_1;23;Mitochondria;METTL4;ENSG00000101574;A-431
 17.385996;  9.44977;40061_461_H8_2;23;Mitochondria;METTL4;ENSG00000101574;A-431
 16.111792;  7.9524827;40061_462_H8_3;23;Mitochondria;METTL4;ENSG00000101574;U-251 MG
 16.020433; 9.022789;40061_462_H8_4;23;Mitochondria;METTL4;ENSG00000101574;U-251 MG
 15.262188;9.418957;40061_464_H8_1;23;Mitochondria;METTL4;ENSG00000101574;U-2 OS
 17.462883;11.292755;40061_464_H8_2;23;Mitochondria;METTL4;ENSG00000101574;U-2 OS
 16.519964;   9.201906;43252_465_A6_1;23;Mitochondria;GCDH;ENSG00000105607;U-2 OS
 15.033811;   9.849243;43252_465_A6_2;23;Mitochondria;GCDH;ENSG00000105607;U-2 OS
 15.864803;   12.660953;43252_467_A6_3;23;Mitochondria;GCDH;ENSG00000105607;U-251 MG
 18.123455;  10.076425;43252_467_A6_4;23;Mitochondria;GCDH;ENSG00000105607;U-251 MG
 17.380344;9.332357;43052_468_H10_1;23;Mitochondria;TIMM44;ENSG00000104980;U-251 MG
 15.079444;   8.058175;43052_468_H10_2;23;Mitochondria;TIMM44;ENSG00000104980;U-251 MG
 15.052418;   11.023573;43064_470_A9_1;23;Mitochondria;WDR70;ENSG00000082068;U-2 OS
 16.980553;  11.075533;43064_470_A9_2;23;Mitochondria;WDR70;ENSG00000082068;U-2 OS
 15.226613;  12.2016;43052_470_H10_1;23;Mitochondria;TIMM44;ENSG00000104980;U-2 OS
 14.533425;  11.616809;43052_470_H10_2;23;Mitochondria;TIMM44;ENSG00000104980;U-2 OS
 15.03908;8.666592;39915_471_D11_1;23;Mitochondria;UBE3C;ENSG00000009335;A-431
  17.514849;10.826328;39915_471_D11_3;23;Mitochondria;UBE3C;ENSG00000009335;A-431
  17.419561;   9.728852;36938_471_F7_1;23;Mitochondria;TRNT1;ENSG00000072756;A-431
 15.615512;   12.14964;36938_471_F7_2;23;Mitochondria;TRNT1;ENSG00000072756;A-431
 15.654301;   12.691238;43064_473_A9_3;23;Mitochondria;WDR70;ENSG00000082068;A-431
 17.949541;   9.987942;43064_473_A9_5;23;Mitochondria;WDR70;ENSG00000082068;A-431
 15.988381; 10.696769;43052_473_H10_1;23;Mitochondria;TIMM44;ENSG00000104980;A-431
 14.878619;  8.036695;43052_473_H10_2;23;Mitochondria;TIMM44;ENSG00000104980;A-431
 15.295638;  12.00654;42112_476_B11_1;23;Mitochondria;MRPS34;ENSG00000074071;U-2 OS
 16.11664;  10.603455;42112_476_B11_2;23;Mitochondria;MRPS34;ENSG00000074071;U-2 OS
  16.064806;  11.889093;42610_481_D2_1;23;Mitochondria;GATB;ENSG00000059691;U-251 MG
  14.671111;  8.662616;42610_481_D2_2;23;Mitochondria;GATB;ENSG00000059691;U-251 MG
 14.598532; 10.425954;38460_484_D3_1;23;Mitochondria;CS;ENSG00000062485;U-251 MG
 17.043797; 10.434976;38460_484_D3_2;23;Mitochondria;CS;ENSG00000062485;U-251 MG
 14.755313;  9.245911;42610_487_D2_1;23;Mitochondria;GATB;ENSG00000059691;A-431
 17.61344;  7.2090073;42610_487_D2_2;23;Mitochondria;GATB;ENSG00000059691;A-431
  16.187082;10.630275;42300_488_D6_1;23;Mitochondria;PTPRH;ENSG00000080031;A-431
  18.183975;9.191821;42300_488_D6_2;23;Mitochondria;PTPRH;ENSG00000080031;A-431
 18.465298;9.375248;38460_489_D3_2;23;Mitochondria;CS;ENSG00000062485;A-431
 17.42283;   9.022771;38460_489_D3_3;23;Mitochondria;CS;ENSG00000062485;A-431
  17.891476;   9.67329;42610_491_D2_1;23;Mitochondria;GATB;ENSG00000059691;U-2 OS
  14.625896;   9.892439;42610_491_D2_3;23;Mitochondria;GATB;ENSG00000059691;U-2 OS
 17.51981;   7.83139;38460_492_D3_2;23;Mitochondria;CS;ENSG00000062485;U-2 OS
  19.110422;   11.328802;38460_492_D3_3;23;Mitochondria;CS;ENSG00000062485;U-2 OS
 17.832441; 10.702466;42300_494_D6_1;23;Mitochondria;PTPRH;ENSG00000080031;U-2 OS
 15.618109;  8.760607;42300_494_D6_2;23;Mitochondria;PTPRH;ENSG00000080031;U-2 OS
 13.946986;  11.34915;45119_526_A8_1;23;Mitochondria;MPC1;ENSG00000060762;A-431
 19.069529; 9.443605;45119_526_A8_2;23;Mitochondria;MPC1;ENSG00000060762;A-431
 18.338762; 10.164669;45119_528_A8_1;23;Mitochondria;MPC1;ENSG00000060762;U-2 OS
 14.36542; 11.133392;45119_528_A8_2;23;Mitochondria;MPC1;ENSG00000060762;U-2 OS
 16.288755; 12.149154;30676_542_G7_1;23;Mitochondria;MIPEP;ENSG00000027001;U-2 OS
 17.596685;  8.205219;30676_542_G7_2;23;Mitochondria;MIPEP;ENSG00000027001;U-2 OS
 16.915424;  12.304142;37467_544_F11_1;23;Mitochondria;SLC1A3;ENSG00000079215;U-251 MG
 16.054918;  9.798805;37467_544_F11_2;23;Mitochondria;SLC1A3;ENSG00000079215;U-251 MG
 17.543034;  7.206712;30676_544_G7_1;23;Mitochondria;MIPEP;ENSG00000027001;U-251 MG
 13.918354;  11.418133;30676_544_G7_4;23;Mitochondria;MIPEP;ENSG00000027001;U-251 MG
 14.327535;8.586336;45119_545_A8_1;23;Mitochondria;MPC1;ENSG00000060762;U-251 MG
 14.794359;   8.949567;45119_545_A8_2;23;Mitochondria;MPC1;ENSG00000060762;U-251 MG
 14.850831;   10.818891;44840_550_C9_1;23;Mitochondria;MGST1;ENSG00000008394;U-2 OS
 17.042362;  12.0184145;44840_550_C9_3;23;Mitochondria;MGST1;ENSG00000008394;U-2 OS
 16.505043;   10.622898;44840_559_C9_1;23;Mitochondria;MGST1;ENSG00000008394;A-431
 14.091687;  10.347299;44840_559_C9_2;23;Mitochondria;MGST1;ENSG00000008394;A-431
 14.743195; 11.885171;38461_574_A12_1;23;Mitochondria;CS;ENSG00000062485;U-2 OS
 16.750296; 12.3896675;38461_574_A12_2;23;Mitochondria;CS;ENSG00000062485;U-2 OS
 14.364946; 9.966595;45709_579_E10_1;23;Mitochondria;SLC25A3;ENSG00000075415;U-251 MG
 14.9792595 ; 12.582048;45709_579_E10_3;23;Mitochondria;SLC25A3;ENSG00000075415;U-251 MG
 15.9217205 ; 10.178918;38461_580_A12_1;23;Mitochondria;CS;ENSG00000062485;U-251 MG
 18.17168; 10.924583;38461_580_A12_3;23;Mitochondria;CS;ENSG00000062485;U-251 MG
 17.172125; 11.330624;38461_590_A12_1;23;Mitochondria;CS;ENSG00000062485;A-431
 17.487522;  9.881574;38461_590_A12_2;23;Mitochondria;CS;ENSG00000062485;A-431
 17.300482;  9.607154;45920_606_D2_3;23;Mitochondria;FSTL4;ENSG00000053108;U-2 OS
 17.741594;  9.341683;45920_606_D2_4;23;Mitochondria;FSTL4;ENSG00000053108;U-2 OS
 16.723917;  10.940242;4205_665_G12_1;23;Mitochondria;BAD;ENSG00000002330;U-251 MG
 17.02748; 10.592195;4205_665_G12_2;23;Mitochondria;BAD;ENSG00000002330;U-251 MG
 18.861305;9.268217;4205_668_G12_3;23;Mitochondria;BAD;ENSG00000002330;U-2 OS
 16.668581;11.498226;4205_668_G12_4;23;Mitochondria;BAD;ENSG00000002330;U-2 OS
 15.498073;  11.943275;4205_674_G12_2;23;Mitochondria;BAD;ENSG00000002330;A-431
 16.96543;  11.775319;4205_674_G12_7;23;Mitochondria;BAD;ENSG00000002330;A-431
  18.727991;   8.972679;47063_711_E5_1;23;Mitochondria;MRPL22;ENSG00000082515;U-2 OS
  17.570585;   9.143038;47063_711_E5_2;23;Mitochondria;MRPL22;ENSG00000082515;U-2 OS
 19.036032; 10.421955;47063_723_E5_1;23;Mitochondria;MRPL22;ENSG00000082515;MCF7
 16.817455; 10.689281;47063_723_E5_2;23;Mitochondria;MRPL22;ENSG00000082515;MCF7
 15.701152;  8.059852;41981_781_F9_1;23;Mitochondria;SDHA;ENSG00000073578;U-2 OS
 16.362762;  12.352042;41981_781_F9_2;23;Mitochondria;SDHA;ENSG00000073578;U-2 OS
 16.889355; 10.86099;41981_786_F9_1;23;Mitochondria;SDHA;ENSG00000073578;HeLa
 17.284935; 9.375215;41427_493_H10_1;23;Mitochondria;ATP5SL;ENSG00000105341;U-2 OS
 17.422333; 10.762073;41427_493_H10_2;23;Mitochondria;ATP5SL;ENSG00000105341;U-2 OS
 15.448718;  8.444702;30994_512_F11_1;23;Mitochondria;BCL2L13;ENSG00000099968;A-431
 17.568567;  7.8530493;30994_512_F11_2;23;Mitochondria;BCL2L13;ENSG00000099968;A-431
 18.004799;  8.439893;36362_542_A10_1;23;Mitochondria;LACTB;ENSG00000103642;U-2 OS
 16.645298; 10.251272;36362_542_A10_2;23;Mitochondria;LACTB;ENSG00000103642;U-2 OS
 14.3437195;  9.180204;36362_544_A10_2;23;Mitochondria;LACTB;ENSG00000103642;U-251 MG
 17.731277;7.6651516;36362_544_A10_3;23;Mitochondria;LACTB;ENSG00000103642;U-251 MG
 18.529062;9.595336;44849_559_H1_4;23;Mitochondria;DLD;ENSG00000091140;A-431
 17.384659;11.092451;44849_559_H1_5;23;Mitochondria;DLD;ENSG00000091140;A-431
 14.568536;9.820647;29028_563_F8_1;23;Mitochondria;ETHE1;ENSG00000105755;A-431
 17.23576;8.73238;29028_563_F8_2;23;Mitochondria;ETHE1;ENSG00000105755;A-431
  18.032434;8.356322;43289_565_F12_1;23;Mitochondria;EARS2;ENSG00000103356;U-2 OS
 15.138129;9.822733;43289_565_F12_2;23;Mitochondria;EARS2;ENSG00000103356;U-2 OS
 14.971264;11.645363;29028_566_F8_1;23;Mitochondria;ETHE1;ENSG00000105755;U-2 OS
 18.782259;9.93358;29028_566_F8_2;23;Mitochondria;ETHE1;ENSG00000105755;U-2 OS
 18.781765;9.553856;44849_567_H1_2;23;Mitochondria;DLD;ENSG00000091140;U-251 MG
 16.059515;11.505441;44849_567_H1_3;23;Mitochondria;DLD;ENSG00000091140;U-251 MG
 15.768312;12.505823;29028_569_F8_1;23;Mitochondria;ETHE1;ENSG00000105755;U-251 MG
 16.534515; 10.343196;29028_569_F8_2;23;Mitochondria;ETHE1;ENSG00000105755;U-251 MG
 14.100405; 10.003141;27407_572_F11_1;23;Mitochondria;CHCHD2;ENSG00000106153;A-431
 15.494489; 11.967272;27407_572_F11_2;23;Mitochondria;CHCHD2;ENSG00000106153;A-431
 19.727177; 10.70098;43289_584_F12_1;23;Mitochondria;EARS2;ENSG00000103356;U-251 MG
 15.895233;  11.7997675 ;43289_584_F12_2;23;Mitochondria;EARS2;ENSG00000103356;U-251 MG
 15.8238735;  11.32628;27407_587_F11_1;23;Mitochondria;CHCHD2;ENSG00000106153;U-251 MG
 15.81106;9.591421;27407_587_F11_2;23;Mitochondria;CHCHD2;ENSG00000106153;U-251 MG
  17.420813;   7.2994003 ;26085_604_G5_1;23;Mitochondria;ARMC1;ENSG00000104442;U-251 MG
  16.681812;   12.231632;26085_604_G5_3;23;Mitochondria;ARMC1;ENSG00000104442;U-251 MG
 15.297453;   11.421648;26085_607_G5_1;23;Mitochondria;ARMC1;ENSG00000104442;U-2 OS
 19.572502;  10.207128;26085_607_G5_2;23;Mitochondria;ARMC1;ENSG00000104442;U-2 OS
 19.347029;  10.010417;26085_609_G5_1;23;Mitochondria;ARMC1;ENSG00000104442;A-431
 16.587742; 11.139228;26085_609_G5_2;23;Mitochondria;ARMC1;ENSG00000104442;A-431
 16.340506;  9.370093;17785_627_C9_2;23;Mitochondria;FH;ENSG00000091483;U-251 MG
 16.92262;  8.77438;17785_627_C9_3;23;Mitochondria;FH;ENSG00000091483;U-251 MG
  19.699038;  10.782093;8681_635_E2_1;23;Mitochondria;TXN2;ENSG00000100348;U-2 OS
  14.997635;  9.125309;8681_635_E2_2;23;Mitochondria;TXN2;ENSG00000100348;U-2 OS
 19.137756;  10.506226;26396_636_A12_1;23;Mitochondria;CMC2;ENSG00000103121;U-251 MG
 18.055851; 11.194772;26396_636_A12_2;23;Mitochondria;CMC2;ENSG00000103121;U-251 MG
 19.623009; 10.74445;26396_637_A12_1;23;Mitochondria;CMC2;ENSG00000103121;U-2 OS
 18.001188; 8.970125;26396_637_A12_2;23;Mitochondria;CMC2;ENSG00000103121;U-2 OS
 17.960333;  8.24281;26396_638_A12_1;23;Mitochondria;CMC2;ENSG00000103121;A-431
 16.062927;  10.971536;26396_638_A12_2;23;Mitochondria;CMC2;ENSG00000103121;A-431
 14.762284;  11.311985;9187_651_F5_1;23;Mitochondria;MAVS;ENSG00000088888;A-431
 16.650198; 10.117668;9187_651_F5_2;23;Mitochondria;MAVS;ENSG00000088888;A-431
 16.34441; 11.341438;9187_652_F5_1;23;Mitochondria;MAVS;ENSG00000088888;U-2 OS
  17.557985;  7.157786;9187_652_F5_2;23;Mitochondria;MAVS;ENSG00000088888;U-2 OS
  15.785777;  12.833162;9187_656_F5_1;23;Mitochondria;MAVS;ENSG00000088888;U-251 MG
 17.674992;  7.368847;9187_656_F5_2;23;Mitochondria;MAVS;ENSG00000088888;U-251 MG
 19.020275;  11.263562;25346_661_H6_1;23;Mitochondria;FKBP8;ENSG00000105701;U-251 MG
 16.962408;9.385433;25346_661_H6_2;23;Mitochondria;FKBP8;ENSG00000105701;U-251 MG
 16.48341;11.2179785;25346_662_H6_1;23;Mitochondria;FKBP8;ENSG00000105701;U-2 OS
  16.929998;12.319591;25346_662_H6_3;23;Mitochondria;FKBP8;ENSG00000105701;U-2 OS
  14.729078;   8.467511;25346_670_H6_1;23;Mitochondria;FKBP8;ENSG00000105701;A-431
 15.090858;   8.334289;25346_670_H6_3;23;Mitochondria;FKBP8;ENSG00000105701;A-431
 14.820322;   9.528026;25371_702_F6_1;23;Mitochondria;BNIP3L;ENSG00000104765;A-431
 16.694227; 12.978502;25371_702_F6_2;23;Mitochondria;BNIP3L;ENSG00000104765;A-431
 13.953831; 10.524026;25371_703_F6_1;23;Mitochondria;BNIP3L;ENSG00000104765;U-2 OS
 16.418678; 10.554348;25371_703_F6_5;23;Mitochondria;BNIP3L;ENSG00000104765;U-2 OS
 14.291454;  9.922425;44229_712_F1_2;23;Mitochondria;DNAJA3;ENSG00000103423;U-2 OS
 16.862322;  9.924528;44229_712_F1_3;23;Mitochondria;DNAJA3;ENSG00000103423;U-2 OS
 16.040691;  9.555927;46344_716_A7_2;23;Mitochondria;MRPS31;ENSG00000102738;HEK 293
 16.32494; 12.117476;46344_716_A7_3;23;Mitochondria;MRPS31;ENSG00000102738;HEK 293
  18.894691;  9.967073;46344_719_A7_1;23;Mitochondria;MRPS31;ENSG00000102738;U-2 OS
  16.38931;  11.642719;46344_719_A7_2;23;Mitochondria;MRPS31;ENSG00000102738;U-2 OS
  17.554926;  7.251799;50377_721_F12_1;23;Mitochondria;BCL2L13;ENSG00000099968;MCF7
  17.8923;  8.025768;50377_721_F12_2;23;Mitochondria;BCL2L13;ENSG00000099968;MCF7
 18.353577;  8.280855;50377_733_F12_1;23;Mitochondria;BCL2L13;ENSG00000099968;A-431
 16.879248; 12.126271;50377_733_F12_2;23;Mitochondria;BCL2L13;ENSG00000099968;A-431
 17.747437;  7.508826;49871_736_A9_1;23;Mitochondria;DDT;ENSG00000099977;U-2 OS
 17.813036;  8.20564;49871_736_A9_2;23;Mitochondria;DDT;ENSG00000099977;U-2 OS
 17.34838;  8.955675;48843_736_B12_1;23;Mitochondria;TIMM50;ENSG00000105197;U-2 OS
  16.306717;  8.038279;48843_736_B12_2;23;Mitochondria;TIMM50;ENSG00000105197;U-2 OS
  15.957309;  10.254385;48093_748_D12_2;23;Mitochondria;DDX49;ENSG00000105671;A-431
 18.44309; 10.74722;48093_748_D12_3;23;Mitochondria;DDX49;ENSG00000105671;A-431
  14.697417; 8.385771;43300_765_E3_1;23;Mitochondria;TRMU;ENSG00000100416;HEK 293
  17.872103;  7.9083877;43300_765_E3_2;23;Mitochondria;TRMU;ENSG00000100416;HEK 293
 17.273903;  8.989387;51162_766_B4_1;23;Mitochondria;PCK2;ENSG00000100889;MCF7
 14.786363;  9.604198;51162_766_B4_2;23;Mitochondria;PCK2;ENSG00000100889;MCF7
 16.535858;  10.18676;49641_767_B7_1;23;Mitochondria;ABHD11;ENSG00000106077;MCF7
 17.224878;9.713794;49641_767_B7_2;23;Mitochondria;ABHD11;ENSG00000106077;MCF7
 18.345016;10.5144415 ;43300_771_E3_1;23;Mitochondria;TRMU;ENSG00000100416;U-2 OS
 16.719654;10.159657;43300_771_E3_2;23;Mitochondria;TRMU;ENSG00000100416;U-2 OS
 18.925768;10.9361925;51162_778_B4_4;23;Mitochondria;PCK2;ENSG00000100889;U-2 OS
 17.350344;11.181246;51162_778_B4_6;23;Mitochondria;PCK2;ENSG00000100889;U-2 OS
 14.282577;   8.623128;41981_786_F9_2;23;Mitochondria;SDHA;ENSG00000073578;HeLa
 17.088657; 12.002908;49871_805_A9_1;23;Mitochondria;DDT;ENSG00000099977;HEK 293
 16.658064; 11.759105;49871_805_A9_2;23;Mitochondria;DDT;ENSG00000099977;HEK 293
 17.671545;  9.050372;48843_805_B12_1;23;Mitochondria;TIMM50;ENSG00000105197;HEK 293
 17.344082;  8.993043;48843_805_B12_2;23;Mitochondria;TIMM50;ENSG00000105197;HEK 293
 16.275167;  10.648541;52380_808_F5_4;23;Mitochondria;TTC19;ENSG00000011295;U-2 OS
 15.331878; 11.7498455;52380_808_F5_5;23;Mitochondria;TTC19;ENSG00000011295;U-2 OS
 16.573689; 11.587716;53471_820_C3_1;23;Mitochondria;AGK;ENSG00000006530;U-251 MG
 17.643906; 10.536884;53471_820_C3_2;23;Mitochondria;AGK;ENSG00000006530;U-251 MG
 18.53845;  8.726334;52380_822_H4_1;23;Mitochondria;TTC19;ENSG00000011295;U-251 MG
  19.219027;  9.514889;52380_822_H4_2;23;Mitochondria;TTC19;ENSG00000011295;U-251 MG
  18.258854;  9.436579;46260_824_C9_3;23;Mitochondria;TSPO;ENSG00000100300;MCF7
 17.488712;  9.338057;46260_824_C9_4;23;Mitochondria;TSPO;ENSG00000100300;MCF7
 16.157412; 10.884433;46835_824_H5_1;23;Mitochondria;SLC25A5;ENSG00000005022;MCF7
 15.404948; 10.315193;46835_824_H5_2;23;Mitochondria;SLC25A5;ENSG00000005022;MCF7
 14.991286;  8.6529455 ;54448_834_A10_1;23;Mitochondria;CPOX;ENSG00000080819;U-2 OS
 14.905079;  11.7217045;54448_834_A10_2;23;Mitochondria;CPOX;ENSG00000080819;U-2 OS
 16.011679;  8.282606;53524_835_A7_1;23;Mitochondria;MAVS;ENSG00000088888;U-2 OS
 15.166644;  8.337415;53524_835_A7_2;23;Mitochondria;MAVS;ENSG00000088888;U-2 OS
 15.13309; 10.221204;41981_840_G12_1;23;Mitochondria;SDHA;ENSG00000073578;MCF7
  18.888365; 11.244108;41981_840_G12_3;23;Mitochondria;SDHA;ENSG00000073578;MCF7
  16.465961; 11.8179655 ;53524_844_A7_3;23;Mitochondria;MAVS;ENSG00000088888;A-431
 14.89977; 11.698921;53524_844_A7_4;23;Mitochondria;MAVS;ENSG00000088888;A-431
  18.655497;  9.437282;53547_849_H2_3;23;Mitochondria;C16orf62;ENSG00000103544;U-2 OS
  16.654778;  11.308295;53547_849_H2_4;23;Mitochondria;C16orf62;ENSG00000103544;U-2 OS
 16.805902; 10.176132;49387_850_H7_1;23;Mitochondria;IDH3B;ENSG00000101365;U-2 OS
 16.938654; 11.702245;49387_850_H7_2;23;Mitochondria;IDH3B;ENSG00000101365;U-2 OS
 16.592115;  9.759011;52380_855_F5_1;23;Mitochondria;TTC19;ENSG00000011295;A-431
 15.139301;  12.013525;52380_855_F5_3;23;Mitochondria;TTC19;ENSG00000011295;A-431
 19.16187; 11.202266;52510_855_G10_1;23;Mitochondria;CHCHD2;ENSG00000106153;A-431
  17.101294; 10.683572;52510_855_G10_3;23;Mitochondria;CHCHD2;ENSG00000106153;A-431
 18.286518;9.202293;54448_856_G9_8;23;Mitochondria;CPOX;ENSG00000080819;U-251 MG
 18.72005;   9.319182;54448_856_G9_11;23;Mitochondria;CPOX;ENSG00000080819;U-251 MG
  19.067482;   10.753005;53524_856_H8_1;23;Mitochondria;MAVS;ENSG00000088888;U-251 MG
  15.423403;  10.697677;53524_856_H8_2;23;Mitochondria;MAVS;ENSG00000088888;U-251 MG
 16.772972;  11.918442;49387_858_H7_2;23;Mitochondria;IDH3B;ENSG00000101365;A549
 18.286896;   9.609333;49387_858_H7_3;23;Mitochondria;IDH3B;ENSG00000101365;A549
 16.953033; 11.142325;48843_864_H2_1;23;Mitochondria;TIMM50;ENSG00000105197;A549
 16.966055; 11.126281;48843_864_H2_4;23;Mitochondria;TIMM50;ENSG00000105197;A549
 17.279108;  9.148779;53547_869_H2_1;23;Mitochondria;C16orf62;ENSG00000103544;HeLa
 18.585194;  9.657621;53547_869_H2_2;23;Mitochondria;C16orf62;ENSG00000103544;HeLa
 14.947924;  10.4304285;48985_871_G2_5;23;Mitochondria;TIMM13;ENSG00000099800;HeLa
 16.378801;  11.010862;48985_871_G2_6;23;Mitochondria;TIMM13;ENSG00000099800;HeLa
 15.979591; 11.29139;54180_873_A11_1;23;Mitochondria;IDH3B;ENSG00000101365;U-2 OS
 16.445505;  11.295715;54180_873_A11_4;23;Mitochondria;IDH3B;ENSG00000101365;U-2 OS
 15.787471;  10.903405;51162_876_B9_1;23;Mitochondria;PCK2;ENSG00000100889;A-431
 17.705713;  7.722046;51162_876_B9_2;23;Mitochondria;PCK2;ENSG00000100889;A-431
 19.460855;  10.89344;54180_878_A11_1;23;Mitochondria;IDH3B;ENSG00000101365;A549
 16.20321;  10.959594;54180_878_A11_2;23;Mitochondria;IDH3B;ENSG00000101365;A549
 16.850088; 11.777314;46835_884_H5_1;23;Mitochondria;SLC25A5;ENSG00000005022;U-2 OS
 15.368329; 10.126631;46835_884_H5_2;23;Mitochondria;SLC25A5;ENSG00000005022;U-2 OS
 17.391912; 10.268322;54364_885_B1_1;23;Mitochondria;NDUFAB1;ENSG00000004779;A-431
 19.315304; 10.018634;54364_885_B1_2;23;Mitochondria;NDUFAB1;ENSG00000004779;A-431
 19.324526;  9.902016;55790_894_E9_1;23;Mitochondria;MPC1;ENSG00000060762;U-2 OS
 16.501904;  8.411816;55790_894_E9_2;23;Mitochondria;MPC1;ENSG00000060762;U-2 OS
 16.470207; 10.820245;48093_896_D12_2;23;Mitochondria;DDX49;ENSG00000105671;PC-3
 16.387547;  8.349547;48093_896_D12_3;23;Mitochondria;DDX49;ENSG00000105671;PC-3
 16.533127;  8.88182;56549_911_B8_1;23;Mitochondria;ANKRD44;ENSG00000065413;U-251 MG
 16.170628;  9.352592;56549_911_B8_2;23;Mitochondria;ANKRD44;ENSG00000065413;U-251 MG
 19.380756; 10.052422;56067_913_F5_1;23;Mitochondria;BCKDK;ENSG00000103507;U-251 MG
 17.967651;  9.461609;56067_913_F5_4;23;Mitochondria;BCKDK;ENSG00000103507;U-251 MG
 16.253754;8.9916115;56067_914_F5_1;23;Mitochondria;BCKDK;ENSG00000103507;U-2 OS
 19.063223; 10.326595;56067_914_F5_2;23;Mitochondria;BCKDK;ENSG00000103507;U-2 OS
 17.54795;9.373615;56070_918_C4_1;23;Mitochondria;HADHA;ENSG00000084754;A-431
  16.622602;9.527974;56070_918_C4_2;23;Mitochondria;HADHA;ENSG00000084754;A-431
  18.69336;9.342832;56067_919_F5_3;23;Mitochondria;BCKDK;ENSG00000103507;A-431
  18.301685;8.936179;56067_919_F5_4;23;Mitochondria;BCKDK;ENSG00000103507;A-431
 18.291626;8.470848;53502_957_G3_1;23;Mitochondria;PCK2;ENSG00000100889;MCF7
 18.212696;   8.366258;53502_957_G3_2;23;Mitochondria;PCK2;ENSG00000100889;MCF7
 18.384638;   9.468227;56070_957_H9_1;23;Mitochondria;HADHA;ENSG00000084754;MCF7
 17.586536;   8.764866;56070_957_H9_2;23;Mitochondria;HADHA;ENSG00000084754;MCF7
 19.175571;   9.423427;18734_962_B4_1;23;Mitochondria;PCK2;ENSG00000100889;MCF7
 17.9387; 8.199366;18734_962_B4_2;23;Mitochondria;PCK2;ENSG00000100889;MCF7
 17.881073; 10.135122;40875_964_F2_3;23;Mitochondria;DNAJA3;ENSG00000103423;MCF7
 17.55868;  7.865766;40875_964_F2_5;23;Mitochondria;DNAJA3;ENSG00000103423;MCF7
  16.745642;  11.279655;53502_966_G3_1;23;Mitochondria;PCK2;ENSG00000100889;U-2 OS
  15.291138;  9.923391;53502_966_G3_2;23;Mitochondria;PCK2;ENSG00000100889;U-2 OS
 17.844078;  8.423543;56070_966_H9_1;23;Mitochondria;HADHA;ENSG00000084754;U-2 OS
 17.971624;  9.117232;56070_966_H9_2;23;Mitochondria;HADHA;ENSG00000084754;U-2 OS
 17.089811;8.0144825 ;18734_970_B4_2;23;Mitochondria;PCK2;ENSG00000100889;U-2 OS
 17.317192;10.924298;18734_970_B4_4;23;Mitochondria;PCK2;ENSG00000100889;U-2 OS
 18.06442;10.587598;18734_973_H9_1;23;Mitochondria;PCK2;ENSG00000100889;A-431
  15.367492;   9.784393;18734_973_H9_2;23;Mitochondria;PCK2;ENSG00000100889;A-431
  17.008448;   7.9361525;46835_978_H5_1;23;Mitochondria;SLC25A5;ENSG00000005022;PC-3
 17.516378;   7.804054;46835_978_H5_2;23;Mitochondria;SLC25A5;ENSG00000005022;PC-3
 16.719778;9.757238;53915_994_E2_2;23;Mitochondria;DHRS2;ENSG00000100867;U-2 OS
 16.039108;10.2855215;53915_994_E2_4;23;Mitochondria;DHRS2;ENSG00000100867;U-2 OS
 15.20969;  9.339051;60316_1018_C12_1;23;Mitochondria;SLC25A14;ENSG00000102078;U-2 OS
  17.547466;   7.394941;60316_1018_C12_2;23;Mitochondria;SLC25A14;ENSG00000102078;U-2 OS
  14.267333;   11.295536;9435_1026_C1_2;23;Mitochondria;ARG2;ENSG00000081181;CACO-2
 16.951868;   9.906011;9435_1026_C1_3;23;Mitochondria;ARG2;ENSG00000081181;CACO-2
 17.992533;9.036279;51198_1055_C1_1;23;Mitochondria;KIF16B;ENSG00000089177;U-2 OS
 18.448172;8.832302;51198_1055_C1_2;23;Mitochondria;KIF16B;ENSG00000089177;U-2 OS
 18.355356; 8.732831;62157_1080_C12_1;23;Mitochondria;HEATR6;ENSG00000068097;MCF7
 18.206356;8.637495;62157_1080_C12_2;23;Mitochondria;HEATR6;ENSG00000068097;MCF7
 17.863428;8.054117;60492_1082_D5_3;23;Mitochondria;TMEM132A;ENSG00000006118;MCF7
 18.321312;8.5036125;60492_1082_D5_8;23;Mitochondria;TMEM132A;ENSG00000006118;MCF7
 17.1507;7.4547863 ;62157_1102_C12_1;23;Mitochondria;HEATR6;ENSG00000068097;U-2 OS
 14.325869;10.069131;62157_1102_C12_2;23;Mitochondria;HEATR6;ENSG00000068097;U-2 OS
 18.501944;8.603416;60492_1103_D5_2;23;Mitochondria;TMEM132A;ENSG00000006118;U-2 OS
